Device Name,3550FW - 3103381
Device Model,3550FW
Serial Number,3103381
FORMATTED DATE_TIME,Temperature,Wet Bulb Temp,Relative Humidity,Barometric Pressure,Altitude,Station Pressure,Wind Speed,Heat Index,Dew Point,Compass Magnetic Direction,Wind Chill,Data Type,Record name,Start time,Duration (H:M:S),Location description,Location address,Location coordinates,Notes
yyyy-MM-dd hh:mm:ss a,°F,°F,%,inHg,ft,inHg,mph,°F,°F,Deg,°F
2026-07-16 02:18:19 PM,89.1,75.7,55.1,29.02,847,29.02,1.8,97.3,70.9,223,89.1,session,"Session - Jul 16, 2026 2:18:16 PM",2026-07-16 02:18:16 PM 2:18:16 PM,01:26:09,,,,Enter Notes
2026-07-16 02:18:24 PM,88.9,75.6,54.9,29.02,847,29.02,1.5,96.6,70.5,223,88.9,session,"Session - Jul 16, 2026 2:18:16 PM",2026-07-16 02:18:16 PM 2:18:16 PM,01:26:09,,,,Enter Notes
2026-07-16 02:18:29 PM,89.1,75.7,54.8,29.02,847,29.02,1.1,97.2,70.7,223,89.1,session,"Session - Jul 16, 2026 2:18:16 PM",2026-07-16 02:18:16 PM 2:18:16 PM,01:26:09,,,,Enter Notes
2026-07-16 02:18:34 PM,89.2,75.7,54.9,29.02,845,29.02,1.3,97.5,70.9,223,89.2,session,"Session - Jul 16, 2026 2:18:16 PM",2026-07-16 02:18:16 PM 2:18:16 PM,01:26:09,,,,Enter Notes
2026-07-16 02:18:39 PM,89.4,76.1,55.2,29.02,847,29.02,1.7,97.7,71.2,223,89.2,session,"Session - Jul 16, 2026 2:18:16 PM",2026-07-16 02:18:16 PM 2:18:16 PM,01:26:09,,,,Enter Notes
2026-07-16 02:18:44 PM,89.5,76.3,55.3,29.02,850,29.02,0.8,98.2,71.3,223,89.4,session,"Session - Jul 16, 2026 2:18:16 PM",2026-07-16 02:18:16 PM 2:18:16 PM,01:26:09,,,,Enter Notes
2026-07-16 02:18:49 PM,89.6,76.3,55.5,29.02,847,29.02,0.8,98.4,71.5,223,89.4,session,"Session - Jul 16, 2026 2:18:16 PM",2026-07-16 02:18:16 PM 2:18:16 PM,01:26:09,,,,Enter Notes
2026-07-16 02:18:54 PM,89.7,76.5,55.6,29.02,847,29.02,0.0,98.8,71.7,223,89.6,session,"Session - Jul 16, 2026 2:18:16 PM",2026-07-16 02:18:16 PM 2:18:16 PM,01:26:09,,,,Enter Notes
2026-07-16 02:18:59 PM,89.8,76.5,55.5,29.02,850,29.02,0.0,99.1,71.7,223,89.8,session,"Session - Jul 16, 2026 2:18:16 PM",2026-07-16 02:18:16 PM 2:18:16 PM,01:26:09,,,,Enter Notes
2026-07-16 02:19:04 PM,89.8,76.5,55.5,29.02,847,29.02,0.0,99.1,71.7,223,89.8,session,"Session - Jul 16, 2026 2:18:16 PM",2026-07-16 02:18:16 PM 2:18:16 PM,01:26:09,,,,Enter Notes
2026-07-16 02:19:09 PM,89.8,76.5,55.4,29.02,850,29.02,0.0,99.0,71.7,223,89.8,session,"Session - Jul 16, 2026 2:18:16 PM",2026-07-16 02:18:16 PM 2:18:16 PM,01:26:09,,,,Enter Notes
2026-07-16 02:19:14 PM,90.0,76.6,55.4,29.02,850,29.02,0.0,99.5,71.9,223,90.0,session,"Session - Jul 16, 2026 2:18:16 PM",2026-07-16 02:18:16 PM 2:18:16 PM,01:26:09,,,,Enter Notes
2026-07-16 02:19:19 PM,90.0,76.6,55.2,29.02,847,29.02,0.0,99.5,71.8,223,90.0,session,"Session - Jul 16, 2026 2:18:16 PM",2026-07-16 02:18:16 PM 2:18:16 PM,01:26:09,,,,Enter Notes
2026-07-16 02:19:24 PM,90.1,76.6,55.2,29.02,847,29.02,0.0,99.3,71.8,224,90.0,session,"Session - Jul 16, 2026 2:18:16 PM",2026-07-16 02:18:16 PM 2:18:16 PM,01:26:09,,,,Enter Notes
2026-07-16 02:19:29 PM,90.2,76.8,55.2,29.02,847,29.02,0.0,99.9,71.9,223,90.1,session,"Session - Jul 16, 2026 2:18:16 PM",2026-07-16 02:18:16 PM 2:18:16 PM,01:26:09,,,,Enter Notes
2026-07-16 02:19:34 PM,90.1,76.8,55.2,29.02,847,29.02,0.0,99.5,71.9,223,90.0,session,"Session - Jul 16, 2026 2:18:16 PM",2026-07-16 02:18:16 PM 2:18:16 PM,01:26:09,,,,Enter Notes
2026-07-16 02:19:39 PM,90.1,76.6,55.1,29.02,847,29.02,0.0,99.3,71.8,223,90.0,session,"Session - Jul 16, 2026 2:18:16 PM",2026-07-16 02:18:16 PM 2:18:16 PM,01:26:09,,,,Enter Notes
2026-07-16 02:19:44 PM,90.0,76.5,55.1,29.02,847,29.02,0.0,99.3,71.7,223,90.0,session,"Session - Jul 16, 2026 2:18:16 PM",2026-07-16 02:18:16 PM 2:18:16 PM,01:26:09,,,,Enter Notes
2026-07-16 02:19:49 PM,90.1,76.6,55.1,29.03,842,29.03,0.0,99.3,71.8,223,90.0,session,"Session - Jul 16, 2026 2:18:16 PM",2026-07-16 02:18:16 PM 2:18:16 PM,01:26:09,,,,Enter Notes
2026-07-16 02:19:54 PM,90.0,76.6,55.2,29.02,845,29.02,0.0,99.3,71.7,223,90.0,session,"Session - Jul 16, 2026 2:18:16 PM",2026-07-16 02:18:16 PM 2:18:16 PM,01:26:09,,,,Enter Notes
2026-07-16 02:19:59 PM,89.8,76.5,55.1,29.03,845,29.03,0.0,99.0,71.5,223,89.8,session,"Session - Jul 16, 2026 2:18:16 PM",2026-07-16 02:18:16 PM 2:18:16 PM,01:26:09,,,,Enter Notes
2026-07-16 02:20:04 PM,89.7,76.3,55.0,29.03,845,29.03,0.0,98.6,71.4,223,89.6,session,"Session - Jul 16, 2026 2:18:16 PM",2026-07-16 02:18:16 PM 2:18:16 PM,01:26:09,,,,Enter Notes
